ticket_id,customer_id,created_at,resolved_at,issue_category,priority,channel,resolution_hours,reopened,csat_score,escalated
TKT00050705,C08798,2025-01-25 18:55:00,2025-01-27 06:15:24.000000000,Integration,Medium,Phone,35.34,False,4,False
TKT00039017,C06678,2024-12-29 17:05:00,2024-12-30 09:26:36.000000000,Integration,Critical,Email,16.36,False,4,False
TKT00079861,C13883,2025-01-05 17:08:00,2025-01-08 22:32:00.000000000,Integration,Low,Phone,77.4,True,4,False
TKT00004339,C00697,2025-09-22 10:22:00,2025-09-24 16:07:36.000000000,Technical Issue,Low,Email,53.76,False,3,False
TKT00041195,C07050,2025-03-10 16:38:00,2025-03-12 18:05:36.000000000,Product Bug,Medium,Email,49.46,False,5,False
TKT00064531,C11137,2024-08-10 09:40:00,2024-08-12 22:48:24.000000000,Performance,Low,Chat,61.14,False,4,False
TKT00103770,C17985,2025-06-26 11:17:00,2025-06-26 15:33:48.000000000,Performance,Critical,Chat,4.28,False,4,False
TKT00051232,C08878,2024-06-14 17:15:00,2024-06-15 12:03:36.000000000,Product Bug,High,Chat,18.81,True,5,False
TKT00014828,C02483,2025-08-08 14:01:00,2025-08-11 04:05:48.000000000,Integration,Medium,Phone,62.08,False,4,False
TKT00090627,C15679,2025-09-03 15:22:00,2025-09-05 13:57:24.000000000,Billing,Medium,Email,46.59,False,3,False
TKT00005060,C00819,2024-11-05 12:14:00,2024-11-06 03:36:12.000000000,Billing,High,Support Portal,15.37,False,4,False
TKT00066118,C11400,2025-10-30 14:23:00,2025-10-31 03:38:36.000000000,Product Bug,High,Email,13.26,False,3,True
TKT00079766,C13864,2025-11-25 18:40:00,2025-11-28 20:26:48.000000000,Technical Issue,Low,Chat,73.78,False,4,False
TKT00008711,C01447,2025-08-20 11:16:00,2025-08-20 20:16:36.000000000,Training / Onboarding,High,Email,9.01,False,4,False
TKT00029268,C04975,2025-02-19 08:43:00,2025-02-21 07:30:24.000000000,Performance,Medium,Chat,46.79,False,4,False
TKT00041816,C07191,2025-07-10 11:20:00,2025-07-11 13:25:24.000000000,Product Bug,Medium,Chat,26.09,False,4,False
TKT00006767,C01109,2025-07-04 16:13:00,2025-07-04 19:15:24.000000000,Billing,Critical,Chat,3.04,True,4,True
TKT00035026,C05919,2025-08-05 08:52:00,2025-08-05 17:40:36.000000000,Billing,High,Support Portal,8.81,False,4,True
TKT00023895,C04030,2024-03-20 11:03:00,2024-03-22 12:52:12.000000000,Integration,Medium,Phone,49.82,False,4,True
TKT00002212,C00361,2025-06-06 18:28:00,2025-06-07 02:35:11.999999999,Integration,Critical,Email,8.12,False,5,False
TKT00036572,C06221,2024-09-30 11:09:00,2024-10-01 18:40:12.000000000,Billing,Medium,Email,31.52,False,5,False
TKT00098850,C17140,2024-07-30 11:47:00,2024-08-09 14:00:12.000000000,Feature Request,Low,Support Portal,242.22,False,5,False
TKT00104821,C18183,2025-08-06 13:16:00,2025-08-08 19:33:24.000000000,Product Bug,Low,Email,54.29,False,3,False
TKT00002392,C00391,2025-01-05 09:55:00,2025-01-06 09:20:12.000000000,Product Bug,Medium,Email,23.42,False,3,False
TKT00113957,C19867,2025-07-28 15:52:00,2025-07-28 18:27:24.000000000,Account Management,Critical,Chat,2.59,True,3,True
TKT00045089,C07788,2025-09-01 17:18:00,2025-09-03 22:15:36.000000000,Technical Issue,Low,Chat,52.96,False,4,False
TKT00064802,C11191,2024-12-20 15:44:00,2024-12-21 03:45:48.000000000,Billing,Medium,Email,12.03,False,5,False
TKT00009527,C01579,2025-03-01 14:54:00,2025-03-02 06:31:12.000000000,Billing,High,Chat,15.62,False,3,True
TKT00102834,C17855,2025-05-14 10:11:00,2025-05-14 19:06:48.000000000,Technical Issue,High,Phone,8.93,False,5,False
TKT00077077,C13329,2024-10-24 15:56:00,2024-10-27 15:18:12.000000000,Feature Request,Medium,Chat,71.37,False,4,False
TKT00035193,C05952,2026-01-11 15:16:00,2026-01-11 17:38:48.000000000,Billing,Critical,Chat,2.38,False,5,True
TKT00041262,C07071,2025-08-25 10:01:00,2025-08-29 09:48:24.000000000,Feature Request,Medium,Chat,95.79,False,4,False
TKT00109385,C19071,2024-09-30 12:03:00,2024-10-01 23:49:12.000000000,Product Bug,Medium,Chat,35.77,False,4,False
TKT00042656,C07347,2024-10-09 09:41:00,2024-10-10 18:08:00.000000000,Integration,High,Email,32.45,False,5,False
TKT00030070,C05123,2025-04-12 16:05:00,2025-04-14 02:44:00.000000000,Product Bug,Low,Chat,34.65,False,4,False
TKT00112895,C19701,2025-08-23 09:21:00,2025-08-28 22:45:00.000000000,Feature Request,Low,Phone,133.4,False,4,False
TKT00017499,C02972,2025-11-04 17:00:00,2025-11-04 23:02:24.000000000,Integration,Critical,Email,6.04,False,4,False
TKT00021166,C03575,2025-09-25 09:31:00,2025-09-26 07:13:36.000000000,Billing,Medium,Support Portal,21.71,False,4,False
TKT00057755,C09994,2026-01-06 17:06:00,2026-01-06 23:16:12.000000000,Account Management,Medium,Email,6.17,False,5,False
TKT00109200,C19043,2025-07-19 15:02:00,2025-07-22 01:12:48.000000000,Feature Request,Medium,Email,58.18,True,4,False
TKT00022330,C03754,2025-11-21 15:15:00,2025-11-22 17:16:48.000000000,Technical Issue,Medium,Support Portal,26.03,False,5,True
TKT00070782,C12182,2024-11-13 15:34:00,2024-11-15 22:46:00.000000000,Technical Issue,Medium,Phone,55.2,False,4,False
TKT00082145,C14236,2024-08-24 18:50:00,2024-08-26 02:35:00.000000000,Technical Issue,High,Email,31.75,False,4,False
TKT00103886,C18005,2026-01-07 08:17:00,2026-01-07 18:14:00.000000000,Billing,High,Email,9.95,False,5,False
TKT00062765,C10857,2025-12-28 15:47:00,2025-12-29 19:15:48.000000000,Technical Issue,Medium,Support Portal,27.48,False,5,False
TKT00058200,C10069,2025-11-11 14:32:00,2025-11-12 00:55:24.000000000,Account Management,High,Phone,10.39,False,4,False
TKT00014995,C02503,2025-11-09 15:15:00,2025-11-16 04:11:24.000000000,Feature Request,Medium,Support Portal,156.94,False,4,False
TKT00029912,C05098,2025-07-03 10:26:00,2025-07-04 11:20:00.000000000,Training / Onboarding,Medium,Email,24.9,False,4,False
TKT00039456,C06758,2025-07-28 09:17:00,2025-08-02 11:12:48.000000000,Feature Request,Low,Phone,121.93,False,4,False
TKT00051523,C08932,2025-04-14 18:25:00,2025-04-15 23:57:24.000000000,Integration,Medium,Support Portal,29.54,False,4,False
TKT00110852,C19337,2024-12-21 18:47:00,2024-12-24 02:44:00.000000000,Product Bug,Medium,Support Portal,55.95,True,4,False
TKT00070764,C12176,2025-05-30 11:27:00,2025-05-31 17:45:00.000000000,Product Bug,Medium,Phone,30.3,False,4,False
TKT00049548,C08581,2025-11-25 12:43:00,2025-11-26 14:37:00.000000000,Product Bug,Medium,Email,25.9,False,3,True
TKT00023949,C04038,2025-04-18 09:39:00,2025-04-19 06:07:12.000000000,Technical Issue,Medium,Phone,20.47,False,3,False
TKT00106941,C18607,2024-07-19 10:12:00,2024-07-20 04:59:24.000000000,Training / Onboarding,Medium,Email,18.79,True,4,False
TKT00045355,C07848,2025-09-26 17:38:00,2025-09-27 22:42:48.000000000,Technical Issue,Medium,Chat,29.08,False,4,False
TKT00059410,C10272,2025-06-05 11:50:00,2025-06-05 19:10:24.000000000,Technical Issue,High,Chat,7.34,False,5,False
TKT00075791,C13095,2024-10-05 16:34:00,2024-10-07 23:44:12.000000000,Product Bug,Medium,Email,55.17,False,3,True
TKT00005549,C00896,2025-11-23 08:49:00,2025-11-25 07:35:12.000000000,Technical Issue,Low,Support Portal,46.77,False,5,False
TKT00099146,C17188,2025-12-31 15:00:00,2026-01-01 13:56:24.000000000,Billing,Low,Phone,22.94,False,4,False
TKT00059746,C10316,2025-10-16 14:25:00,2025-10-18 10:16:36.000000000,Integration,Low,Email,43.86,False,3,False
TKT00061976,C10731,2025-10-09 11:47:00,2025-10-10 19:08:00.000000000,Product Bug,Medium,Phone,31.35,False,4,False
TKT00097954,C16951,2025-08-09 11:14:00,2025-08-10 10:23:00.000000000,Performance,High,Email,23.15,False,4,False
TKT00077291,C13366,2025-04-23 14:33:00,2025-04-25 23:42:00.000000000,Feature Request,Medium,Chat,57.15,False,3,False
TKT00102677,C17817,2025-10-02 09:54:00,2025-10-04 01:39:36.000000000,Performance,Medium,Email,39.76,False,4,False
TKT00023344,C03928,2024-10-20 12:50:00,2024-10-21 03:07:24.000000000,Billing,Medium,Chat,14.29,False,4,False
TKT00077779,C13443,2024-09-20 18:12:00,2024-09-23 12:46:48.000000000,Integration,Medium,Support Portal,66.58,False,4,False
TKT00081403,C14132,2024-10-07 13:59:00,2024-10-08 08:25:24.000000000,Technical Issue,High,Email,18.44,False,2,True
TKT00084909,C14682,2025-11-26 14:39:00,2025-11-30 03:01:48.000000000,Integration,Medium,Phone,84.38,False,3,True
TKT00081855,C14190,2026-01-09 11:01:00,2026-01-09 20:31:00.000000000,Technical Issue,Medium,Email,9.5,True,3,False
TKT00014068,C02342,2025-12-14 12:08:00,2025-12-17 01:08:36.000000000,Billing,Low,Phone,61.01,False,4,False
TKT00097562,C16887,2024-10-24 16:23:00,2024-10-25 03:33:48.000000000,Technical Issue,High,Chat,11.18,True,4,False
TKT00007396,C01213,2025-04-08 10:03:00,2025-04-09 18:10:11.999999999,Performance,Medium,Phone,32.12,False,4,False
TKT00048998,C08496,2025-03-06 14:09:00,2025-03-08 07:45:36.000000000,Product Bug,Medium,Email,41.61,False,5,False
TKT00057517,C09942,2025-12-24 12:22:00,2025-12-27 06:11:48.000000000,Product Bug,Medium,Email,65.83,False,4,False
TKT00010856,C01807,2025-04-10 16:45:00,2025-04-11 12:45:00.000000000,Account Management,Medium,Chat,20.0,False,4,False
TKT00009204,C01538,2025-10-22 09:17:00,2025-10-22 16:15:12.000000000,Technical Issue,Critical,Phone,6.97,False,4,False
TKT00074957,C12925,2024-09-09 08:01:00,2024-09-11 03:55:36.000000000,Product Bug,Medium,Email,43.91,True,4,False
TKT00068982,C11902,2025-08-08 14:40:00,2025-08-12 19:06:24.000000000,Technical Issue,Low,Chat,100.44,True,2,True
TKT00033024,C05624,2024-12-11 18:07:00,2024-12-13 02:18:23.999999999,Technical Issue,Medium,Chat,32.19,False,4,False
TKT00085964,C14862,2025-11-24 16:43:00,2025-11-25 14:38:48.000000000,Product Bug,High,Email,21.93,False,2,False
TKT00050060,C08668,2024-09-14 14:30:00,2024-09-15 06:12:36.000000000,Account Management,High,Phone,15.71,False,4,False
TKT00013239,C02202,2024-10-07 17:54:00,2024-10-08 10:21:36.000000000,Technical Issue,High,Email,16.46,False,4,False
TKT00052594,C09090,2024-09-29 17:52:00,2024-09-30 20:06:24.000000000,Technical Issue,Medium,Chat,26.24,False,4,False
TKT00058639,C10139,2025-12-29 11:56:00,2025-12-31 19:35:36.000000000,Technical Issue,Low,Phone,55.66,False,2,True
TKT00048454,C08404,2025-12-26 12:52:00,2025-12-27 19:53:48.000000000,Training / Onboarding,Medium,Chat,31.03,False,4,False
TKT00023490,C03951,2024-10-09 12:40:00,2024-10-10 18:18:24.000000000,Integration,High,Email,29.64,True,4,True
TKT00011492,C01920,2025-01-20 13:11:00,2025-01-21 16:59:00.000000000,Performance,High,Phone,27.8,False,4,False
TKT00033814,C05727,2026-01-08 08:34:00,2026-01-09 02:59:12.000000000,Integration,High,Support Portal,18.42,True,4,False
TKT00057314,C09888,2025-04-13 11:22:00,2025-04-15 10:22:36.000000000,Product Bug,Medium,Phone,47.01,False,5,False
TKT00054379,C09371,2025-12-03 16:07:00,2025-12-04 04:39:24.000000000,Feature Request,Critical,Chat,12.54,True,3,False
TKT00114752,C19998,2025-12-17 18:32:00,2025-12-19 17:47:36.000000000,Technical Issue,Medium,Phone,47.26,False,5,False
TKT00091850,C15921,2025-01-18 12:43:00,2025-01-25 09:31:00.000000000,Feature Request,Low,Email,164.8,False,5,False
TKT00025160,C04258,2025-08-12 13:23:00,2025-08-13 18:26:36.000000000,Billing,Low,Email,29.06,False,4,False
TKT00038572,C06595,2025-07-07 08:43:00,2025-07-07 16:56:12.000000000,Account Management,High,Support Portal,8.22,False,4,False
TKT00079807,C13870,2024-11-06 09:19:00,2024-11-07 07:52:00.000000000,Performance,Medium,Phone,22.55,False,4,False
TKT00059125,C10214,2025-12-23 14:36:00,2025-12-26 09:37:12.000000000,Technical Issue,Low,Phone,67.02,False,4,False
TKT00027193,C04596,2025-03-01 09:05:00,2025-03-02 17:15:12.000000000,Performance,High,Support Portal,32.17,False,3,True
TKT00104598,C18144,2025-02-16 14:05:00,2025-02-20 15:11:00.000000000,Technical Issue,Low,Support Portal,97.1,False,5,False
TKT00016658,C02796,2025-11-01 12:50:00,2025-11-02 15:19:24.000000000,Billing,Medium,Phone,26.49,False,5,False
TKT00022783,C03842,2024-10-22 13:58:00,2024-10-28 20:18:24.000000000,Integration,Low,Phone,150.34,False,4,False
TKT00041884,C07209,2025-09-12 14:16:00,2025-09-13 02:42:24.000000000,Training / Onboarding,High,Email,12.44,False,4,True
TKT00106959,C18607,2025-01-29 15:54:00,2025-01-30 21:46:48.000000000,Performance,Medium,Email,29.88,False,4,False
TKT00018743,C03197,2025-05-24 14:08:00,2025-05-27 06:40:24.000000000,Technical Issue,Low,Support Portal,64.54,False,4,False
TKT00107172,C18646,2024-09-21 15:51:00,2024-09-22 05:24:00.000000000,Billing,Medium,Chat,13.55,False,5,False
TKT00092729,C16068,2025-06-12 16:09:00,2025-06-14 03:41:24.000000000,Technical Issue,High,Support Portal,35.54,False,4,False
TKT00026139,C04409,2024-09-07 16:08:00,2024-09-08 11:26:36.000000000,Account Management,High,Email,19.31,False,5,False
TKT00002634,C00431,2025-10-26 14:33:00,2025-10-26 22:04:48.000000000,Account Management,High,Email,7.53,True,3,False
TKT00015632,C02639,2025-09-23 17:43:00,2025-09-24 09:43:36.000000000,Billing,Medium,Chat,16.01,False,4,False
TKT00014935,C02501,2025-03-06 11:12:00,2025-03-08 02:16:12.000000000,Technical Issue,Medium,Chat,39.07,False,3,False
TKT00029963,C05104,2025-03-16 16:51:00,2025-03-17 09:57:36.000000000,Training / Onboarding,Medium,Email,17.11,False,5,False
TKT00087433,C15106,2025-04-07 11:02:00,2025-04-07 14:44:00.000000000,Product Bug,Critical,Support Portal,3.7,False,4,False
TKT00038115,C06526,2025-03-25 09:52:00,2025-03-26 11:10:36.000000000,Product Bug,Medium,Email,25.31,False,4,False
TKT00026268,C04434,2025-01-04 08:52:00,2025-01-05 03:01:36.000000000,Technical Issue,Medium,Phone,18.16,False,4,False
TKT00059809,C10330,2025-07-15 17:23:00,2025-07-17 21:46:24.000000000,Integration,Medium,Email,52.39,True,3,False
TKT00015114,C02531,2025-03-28 14:28:00,2025-03-31 23:44:48.000000000,Account Management,Medium,Phone,81.28,False,4,False
TKT00062282,C10782,2025-06-25 08:56:00,2025-06-26 23:20:00.000000000,Performance,Medium,Email,38.4,False,5,False
TKT00065146,C11247,2025-09-07 12:10:00,2025-09-11 20:16:36.000000000,Integration,Low,Chat,104.11,False,3,False
TKT00008363,C01390,2025-02-12 17:47:00,2025-02-13 15:43:24.000000000,Account Management,Low,Support Portal,21.94,False,3,False
TKT00010679,C01772,2025-07-05 16:35:00,2025-07-07 06:50:00.000000000,Integration,Medium,Email,38.25,False,3,False
TKT00067323,C11608,2025-04-09 13:19:00,2025-04-11 07:42:24.000000000,Training / Onboarding,Low,Email,42.39,False,4,False
TKT00066580,C11493,2024-09-06 08:49:00,2024-09-08 06:12:24.000000000,Integration,Medium,Phone,45.39,False,4,False
TKT00079290,C13780,2024-01-22 10:57:00,2024-01-23 12:57:00.000000000,Integration,Medium,Chat,26.0,False,4,False
TKT00114213,C19915,2024-11-07 12:29:00,2024-11-08 06:11:36.000000000,Training / Onboarding,Medium,Support Portal,17.71,False,4,False
TKT00040715,C06966,2025-06-10 14:08:00,2025-06-12 13:09:12.000000000,Technical Issue,Medium,Chat,47.02,False,4,False
TKT00045443,C07869,2024-12-11 13:20:00,2024-12-12 08:17:36.000000000,Billing,Medium,Phone,18.96,False,3,False
TKT00010707,C01779,2024-10-02 14:18:00,2024-10-05 13:10:47.999999999,Feature Request,Medium,Email,70.88,False,4,False
TKT00056348,C09722,2025-04-28 11:13:00,2025-04-29 04:55:00.000000000,Technical Issue,Medium,Phone,17.7,False,3,False
TKT00035479,C06007,2025-11-25 08:52:00,2025-11-26 04:30:24.000000000,Performance,Medium,Support Portal,19.64,False,4,False
TKT00103462,C17938,2025-01-30 08:14:00,2025-01-31 00:18:47.999999999,Billing,Medium,Chat,16.08,False,5,False
TKT00064234,C11099,2025-08-10 08:25:00,2025-08-11 08:19:00.000000000,Technical Issue,Medium,Email,23.9,False,4,False
TKT00042166,C07252,2024-10-28 10:58:00,2024-10-29 18:53:48.000000000,Performance,Medium,Chat,31.93,False,4,False
TKT00028475,C04833,2025-01-08 18:41:00,2025-01-09 22:32:00.000000000,Technical Issue,Medium,Chat,27.85,False,3,True
TKT00070133,C12072,2025-05-06 14:10:00,2025-05-07 06:31:36.000000000,Billing,Medium,Phone,16.36,False,4,False
TKT00073497,C12669,2025-05-06 12:28:00,2025-05-07 00:32:12.000000000,Technical Issue,High,Chat,12.07,False,4,True
TKT00012036,C02003,2025-11-20 15:38:00,2025-11-23 16:38:36.000000000,Performance,Medium,Support Portal,73.01,False,3,False
TKT00052659,C09100,2024-03-07 18:28:00,2024-03-08 07:41:48.000000000,Product Bug,High,Email,13.23,False,3,False
TKT00049502,C08575,2025-03-19 16:09:00,2025-03-20 10:37:48.000000000,Integration,High,Phone,18.48,False,4,False
TKT00107411,C18697,2025-05-30 13:41:00,2025-05-31 15:59:36.000000000,Technical Issue,Medium,Chat,26.31,False,4,False
TKT00059187,C10220,2025-12-09 12:08:00,2025-12-11 07:45:48.000000000,Product Bug,Medium,Email,43.63,False,4,False
TKT00056686,C09760,2025-01-18 15:25:00,2025-01-19 20:40:36.000000000,Technical Issue,Low,Support Portal,29.26,False,4,False
TKT00036378,C06186,2025-04-02 15:41:00,2025-04-03 11:28:24.000000000,Performance,Medium,Email,19.79,True,3,False
TKT00112328,C19573,2025-11-01 10:45:00,2025-11-02 05:55:48.000000000,Account Management,Medium,Chat,19.18,False,3,False
TKT00041757,C07172,2024-11-18 11:51:00,2024-11-21 22:19:12.000000000,Integration,Low,Email,82.47,False,4,False
TKT00070132,C12072,2025-02-26 17:44:00,2025-03-01 08:02:36.000000000,Integration,Medium,Support Portal,62.31,False,4,False
TKT00063047,C10912,2025-12-04 09:52:00,2025-12-05 12:11:12.000000000,Product Bug,Medium,Chat,26.32,False,5,False
TKT00111320,C19415,2025-10-01 13:21:00,2025-10-02 13:38:24.000000000,Technical Issue,Medium,Phone,24.29,True,3,False
TKT00047726,C08265,2025-11-03 13:19:00,2025-11-06 17:21:24.000000000,Performance,Low,Chat,76.04,False,4,False
TKT00063323,C10952,2025-09-08 14:29:00,2025-09-10 04:54:12.000000000,Product Bug,Medium,Email,38.42,False,3,True
TKT00066623,C11499,2025-05-23 15:47:00,2025-05-23 22:02:00.000000000,Technical Issue,Critical,Email,6.25,False,4,True
TKT00026859,C04544,2026-01-02 13:25:00,2026-01-03 03:56:48.000000000,Account Management,Medium,Email,14.53,False,5,False
TKT00011407,C01910,2025-06-11 16:47:00,2025-06-13 00:56:00.000000000,Product Bug,Low,Chat,32.15,False,4,False
TKT00078355,C13569,2024-03-02 12:48:00,2024-03-04 12:03:00.000000000,Billing,Low,Email,47.25,False,5,False
TKT00023274,C03921,2024-10-13 15:28:00,2024-10-16 06:37:00.000000000,Integration,Medium,Phone,63.15,False,4,False
TKT00061134,C10595,2025-12-10 16:27:00,2025-12-12 07:43:12.000000000,Technical Issue,Low,Chat,39.27,False,4,True
TKT00016306,C02742,2024-11-30 11:30:00,2024-12-01 21:55:48.000000000,Technical Issue,Medium,Support Portal,34.43,False,4,False
TKT00084140,C14554,2026-01-04 15:44:00,2026-01-05 11:17:00.000000000,Account Management,Medium,Email,19.55,False,2,False
TKT00035074,C05925,2025-07-25 13:37:00,2025-07-26 16:23:48.000000000,Performance,Medium,Email,26.78,True,3,False
TKT00013463,C02234,2024-09-09 14:14:00,2024-09-10 10:43:24.000000000,Product Bug,Medium,Support Portal,20.49,False,4,False
TKT00024656,C04158,2025-12-08 11:58:00,2025-12-08 17:02:48.000000000,Account Management,High,Email,5.08,False,5,False
TKT00104049,C18050,2024-10-22 09:39:00,2024-10-27 13:56:24.000000000,Performance,Low,Email,124.29,False,3,False
TKT00101151,C17563,2025-12-09 12:59:00,2025-12-10 09:14:00.000000000,Integration,High,Phone,20.25,False,5,False
TKT00091946,C15936,2025-02-21 13:15:00,2025-02-24 08:31:48.000000000,Product Bug,Low,Phone,67.28,False,4,False
TKT00018907,C03223,2024-10-14 16:36:00,2024-10-15 23:49:12.000000000,Product Bug,Medium,Phone,31.22,True,4,False
TKT00053704,C09258,2025-01-31 11:27:00,2025-02-01 07:37:48.000000000,Account Management,Medium,Chat,20.18,False,3,False
TKT00012548,C02077,2025-04-09 18:38:00,2025-04-10 23:37:24.000000000,Performance,Medium,Chat,28.99,False,4,False
TKT00051434,C08907,2024-07-31 13:00:00,2024-08-01 07:35:24.000000000,Integration,Medium,Support Portal,18.59,False,4,True
TKT00053718,C09258,2025-07-28 18:22:00,2025-07-29 21:43:36.000000000,Product Bug,Medium,Chat,27.36,False,4,False
TKT00010765,C01789,2024-08-25 13:41:00,2024-08-26 13:42:48.000000000,Training / Onboarding,High,Phone,24.03,False,4,False
TKT00000506,C00077,2024-08-05 08:04:00,2024-08-06 02:52:36.000000000,Performance,Low,Email,18.81,False,4,False
TKT00034477,C05834,2025-06-15 17:56:00,2025-06-16 20:20:00.000000000,Account Management,Medium,Chat,26.4,True,3,False
TKT00041929,C07217,2025-10-27 13:24:00,2025-10-28 17:09:00.000000000,Integration,Medium,Chat,27.75,False,4,False
TKT00066371,C11450,2025-10-27 11:04:00,2025-10-28 05:07:35.999999999,Training / Onboarding,High,Email,18.06,False,4,False
TKT00054074,C09298,2025-07-15 16:41:00,2025-07-17 12:41:36.000000000,Feature Request,Medium,Phone,44.01,False,4,False
TKT00017984,C03046,2025-12-23 08:08:00,2025-12-23 21:27:12.000000000,Product Bug,High,Email,13.32,False,4,False
TKT00100204,C17361,2025-10-04 15:16:00,2025-10-08 02:05:48.000000000,Performance,Low,Chat,82.83,False,3,False
TKT00074435,C12832,2025-05-30 13:44:00,2025-06-01 06:07:24.000000000,Product Bug,Medium,Support Portal,40.39,False,4,False
TKT00099417,C17225,2025-11-12 13:13:00,2025-11-14 07:34:36.000000000,Billing,Medium,Email,42.36,False,4,False
TKT00043120,C07443,2024-04-13 16:08:00,2024-04-14 05:25:24.000000000,Account Management,Critical,Email,13.29,False,5,False
TKT00021790,C03663,2025-05-15 12:58:00,2025-05-15 20:12:24.000000000,Billing,Medium,Phone,7.24,False,3,True
TKT00092209,C15990,2025-09-23 12:13:00,2025-09-24 23:35:11.999999999,Performance,Medium,Email,35.37,False,5,False
TKT00044097,C07626,2025-03-07 17:17:00,2025-03-11 03:11:36.000000000,Product Bug,Low,Chat,81.91,False,4,False
TKT00105425,C18317,2025-09-21 09:53:00,2025-09-23 07:15:48.000000000,Technical Issue,Medium,Support Portal,45.38,False,4,False
TKT00059681,C10313,2024-10-22 17:41:00,2024-10-24 23:48:48.000000000,Technical Issue,Low,Support Portal,54.13,False,5,False
TKT00069555,C11990,2025-09-07 09:25:00,2025-09-10 11:04:00.000000000,Feature Request,Medium,Chat,73.65,False,5,False
TKT00009903,C01645,2024-07-24 10:13:00,2024-07-25 20:52:35.999999999,Product Bug,Medium,Phone,34.66,False,4,False
TKT00080917,C14068,2025-06-29 16:07:00,2025-07-03 03:16:36.000000000,Technical Issue,Low,Support Portal,83.16,False,4,False
TKT00070726,C12172,2025-02-24 16:46:00,2025-02-28 11:27:24.000000000,Technical Issue,Low,Chat,90.69,False,4,False
TKT00009556,C01585,2025-08-06 10:17:00,2025-08-09 20:05:00.000000000,Performance,Medium,Chat,81.8,False,3,False
TKT00048104,C08334,2025-12-02 18:54:00,2025-12-03 19:28:12.000000000,Technical Issue,Medium,Email,24.57,False,5,False
TKT00047011,C08143,2025-06-08 12:08:00,2025-06-10 03:34:24.000000000,Integration,Low,Chat,39.44,False,4,False
TKT00093673,C16232,2025-10-18 09:54:00,2025-10-20 10:48:36.000000000,Feature Request,High,Email,48.91,True,4,True
TKT00006813,C01123,2025-10-27 18:23:00,2025-10-28 13:45:12.000000000,Technical Issue,Medium,Support Portal,19.37,False,3,True
TKT00007113,C01174,2025-12-26 09:44:00,2025-12-28 03:21:12.000000000,Technical Issue,Medium,Chat,41.62,False,4,False
TKT00002708,C00441,2025-01-30 11:11:00,2025-01-31 02:57:12.000000000,Integration,High,Chat,15.77,False,4,False
TKT00052852,C09123,2025-07-03 11:11:00,2025-07-04 02:21:48.000000000,Product Bug,High,Email,15.18,False,3,False
TKT00024572,C04142,2025-08-20 10:13:00,2025-08-21 18:33:24.000000000,Technical Issue,High,Support Portal,32.34,True,4,True
TKT00065463,C11295,2025-04-22 12:15:00,2025-04-23 13:55:48.000000000,Technical Issue,Medium,Phone,25.68,False,4,False
TKT00015846,C02679,2025-07-17 13:40:00,2025-07-18 15:22:00.000000000,Performance,Medium,Support Portal,25.7,False,4,False
TKT00043112,C07441,2025-02-25 15:15:00,2025-03-01 09:21:36.000000000,Technical Issue,Low,Email,90.11,False,4,False
TKT00075001,C12932,2025-05-06 17:18:00,2025-05-07 20:54:00.000000000,Integration,Medium,Email,27.6,True,4,False
TKT00036128,C06141,2024-05-30 12:08:00,2024-05-31 03:45:48.000000000,Account Management,High,Phone,15.63,False,4,True
TKT00002286,C00379,2026-01-10 12:35:00,2026-01-12 15:36:12.000000000,Feature Request,Medium,Chat,51.02,True,4,False
TKT00005179,C00832,2025-01-21 17:18:00,2025-01-23 03:13:12.000000000,Billing,Medium,Chat,33.92,True,5,False
TKT00106918,C18605,2024-04-09 15:32:00,2024-04-11 13:06:48.000000000,Feature Request,High,Support Portal,45.58,False,5,False
TKT00076258,C13182,2024-12-04 12:22:00,2024-12-05 15:26:12.000000000,Performance,Medium,Chat,27.07,False,5,False
TKT00033602,C05694,2024-12-15 12:24:00,2024-12-19 05:09:36.000000000,Feature Request,Medium,Chat,88.76,True,4,False
TKT00032422,C05526,2024-05-12 18:00:00,2024-05-13 09:24:36.000000000,Billing,Medium,Support Portal,15.41,False,4,False
TKT00050044,C08666,2025-10-08 15:46:00,2025-10-09 13:25:36.000000000,Account Management,Medium,Chat,21.66,False,3,True
TKT00051369,C08902,2025-09-24 08:39:00,2025-09-25 04:36:00.000000000,Billing,Low,Email,19.95,False,5,False
TKT00016461,C02766,2025-06-08 13:48:00,2025-06-09 05:49:48.000000000,Performance,Medium,Phone,16.03,False,4,False
TKT00020425,C03452,2025-12-09 10:59:00,2025-12-10 17:21:12.000000000,Technical Issue,Medium,Phone,30.37,False,4,False
TKT00061488,C10648,2024-03-21 14:33:00,2024-03-22 03:48:00.000000000,Billing,High,Email,13.25,False,5,False
TKT00044034,C07611,2025-08-07 17:39:00,2025-08-09 14:31:48.000000000,Product Bug,Medium,Phone,44.88,False,3,False
TKT00061658,C10684,2025-07-02 08:28:00,2025-07-04 01:03:24.000000000,Technical Issue,Medium,Phone,40.59,False,4,False
TKT00054777,C09447,2025-02-14 16:52:00,2025-02-21 15:00:24.000000000,Product Bug,Low,Chat,166.14,False,4,False
TKT00077337,C13372,2024-05-25 14:57:00,2024-05-26 15:07:12.000000000,Technical Issue,Medium,Email,24.17,False,4,False
TKT00112822,C19680,2025-10-13 10:30:00,2025-10-17 02:08:24.000000000,Technical Issue,Low,Chat,87.64,False,4,False
